"test 15"
-3.83838167576,1.25820384432 -3.86594562366,3.0508511458 -0.725925362988,1.35218168726 -1.57359269614,1.39876758809 -2.75262274355,1.14184997139 -2.72300549911,2.31219882244 -2.60927187219,3.08674908106 -1.62002889394,3.48887802253 -0.89118912989,2.29979004857
"Base Result" ['fail_noFinding']
"Base Time" [284.1045699119568]
"Eband Result" ['fail_noFinding']
"Eband Time" [284.9537739753723]
"TEB Result" ['fail_noFinding']
"TEB Time" [284.7011160850525]
"DWA Result" ['fail_noFinding']
"DWA Time" [284.6215260028839]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [286.00625681877136]
