"test 168"
-0.501296823528,1.41023548635 -1.66464785534,3.06234753755 -2.77313869532,4.41109831211 -1.63417818468,1.47414937628 -0.588957475118,2.3765162314 -1.64711143261,2.44703792137 -0.916481157942,3.27311640562
"Base Result" ['fail_noFinding']
"Base Time" [113.21184396743774]
"Eband Result" ['fail_bumped']
"Eband Time" [100.32905912399292]
"TEB Result" ['success']
"TEB Time" [52.401787996292114]
"DWA Result" ['fail_noFinding']
"DWA Time" [112.7457160949707]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [140.16865611076355]
