"test 127"
-0.826203840615,2.31641768668 -1.99547483702,1.05253449184 -1.88798210542,4.15624260324 -2.98458563768,3.26458740289 -3.80540416533,2.35893749312 -0.598373727632,4.01393125033 -0.615567379618,3.28715520444
"Base Result" ['fail_noFinding']
"Base Time" [46.380287885665894]
"Eband Result" ['fail_bumped']
"Eband Time" [43.68006682395935]
"TEB Result" ['success']
"TEB Time" [22.433424949645996]
"DWA Result" ['fail_noFinding']
"DWA Time" [46.06540489196777]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [46.18179512023926]
