"test 95"
-3.72128956984,3.24604506338 -2.7947999409,1.00497815868 -0.634025595664,2.45635826517 -1.90601457204,3.30796973376 -0.778917605924,1.47759391872 -0.93947090687,3.36390436308 -1.79053635694,2.35523087763
"Base Result" ['fail_noFinding']
"Base Time" [45.10756587982178]
"Eband Result" ['fail_noFinding']
"Eband Time" [45.157894134521484]
"TEB Result" ['fail_noFinding']
"TEB Time" [45.284465074539185]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.21143412590027]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [45.68657994270325]
