"test 178"
-2.65421225997,1.20721685954 -0.870003076353,3.00823994813 -1.51085399205,1.19786575559 -1.53531904513,4.06200925239 -0.865563246013,2.10151531608 -3.93795461762,4.03145805171 -3.81753760716,1.01153656551
"Base Result" ['fail_noFinding']
"Base Time" [140.33430194854736]
"Eband Result" ['fail_bumped']
"Eband Time" [72.5567672252655]
"TEB Result" ['success']
"TEB Time" [52.48668813705444]
"DWA Result" ['fail_noFinding']
"DWA Time" [140.81340789794922]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [137.79494500160217]
