"test 190"
-0.78666381404,4.26459199071 -1.54069859623,3.23171583005 -0.836485163107,2.31107243666 -3.78573400226,2.29238507065 -3.77239948461,1.32567894837 -3.81244452635,4.21221658333 -2.56696831541,2.3286394128
"Base Result" ['fail_noFinding']
"Base Time" [171.30828189849854]
"Eband Result" ['fail_noFinding']
"Eband Time" [171.60067701339722]
"TEB Result" ['fail_noFinding']
"TEB Time" [171.6107850074768]
"DWA Result" ['fail_noFinding']
"DWA Time" [170.89534497261047]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [171.19481706619263]
