"test 108"
-3.56636169925,2.43827909747 -0.5741378974,1.03035686805 -2.53992777608,3.15951701072 -0.909258601545,2.27694236112 -1.9093345737,2.07914710572 -1.95735277842,4.01777929092 -2.65900392088,2.01090629577
"Base Result" ['fail_noFinding']
"Base Time" [45.4528489112854]
"Eband Result" ['fail_noFinding']
"Eband Time" [45.51446795463562]
"TEB Result" ['fail_noFinding']
"TEB Time" [45.29811501502991]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.12700414657593]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [45.17914795875549]
