"test 198"
-3.76667143629,4.3043678442 -2.56194083807,4.19930318285 -2.91511828198,3.38489061953 -1.69060891859,4.23506374321 -0.676190148026,3.31001436707 -0.921807780109,2.47039181177 -3.72331900558,3.13335766369
"Base Result" ['fail_noFinding']
"Base Time" [200.65638089179993]
"Eband Result" ['fail_noFinding']
"Eband Time" [199.8699278831482]
"TEB Result" ['fail_noFinding']
"TEB Time" [199.68866395950317]
"DWA Result" ['fail_noFinding']
"DWA Time" [200.1690559387207]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [200.73936104774475]
