"test 173"
-1.72131273406,4.19049592371 -2.6921597698,4.2182604316 -2.63371098125,1.34420658663 -0.553020999949,3.20174802445 -3.58437909321,3.18932758422 -3.77561004503,1.21416400864 -3.77513330907,2.42289223535
"Base Result" ['fail_noFinding']
"Base Time" [125.60213613510132]
"Eband Result" ['fail_noFinding']
"Eband Time" [133.75828385353088]
"TEB Result" ['fail_noFinding']
"TEB Time" [128.71771001815796]
"DWA Result" ['fail_noFinding']
"DWA Time" [124.94894409179688]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [124.1023919582367]
