"test 109"
-2.88667588643,1.07588021928 -3.70710697941,2.00652728031 -1.77599816031,2.17987837366 -2.93648240529,3.14545543908 -1.95769817737,4.26232826343 -1.84536031249,3.31548918962 -3.78737361916,4.40027804306
"Base Result" ['fail_noFinding']
"Base Time" [45.10443091392517]
"Eband Result" ['success']
"Eband Time" [19.959573984146118]
"TEB Result" ['success']
"TEB Time" [15.688013792037964]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.09689998626709]
"PIPS Result" ['success']
"PIPS Time" [28.440608978271484]
