"test 20"
-2.60857671872,3.28983484222 -0.89473667673,2.39204500081 -3.88729336456,1.06073788665 -1.95414921285,2.16153852333 -1.72472274215,1.33584561761 -2.81942616234,2.44881561428 -2.71340177973,4.41467354235 -3.94386726004,3.35889198346 -1.5574355737,4.21715767966
"Base Result" ['fail_noFinding']
"Base Time" [313.5341808795929]
"Eband Result" ['fail_noFinding']
"Eband Time" [312.96161580085754]
"TEB Result" ['fail_noFinding']
"TEB Time" [312.85915780067444]
"DWA Result" ['fail_noFinding']
"DWA Time" [313.58225297927856]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [313.53750014305115]
