"test 142"
-2.76678946267,4.32432779477 -1.93235903588,2.04297291734 -3.58245036617,4.39149361917 -2.51916947361,3.39968673994 -0.795446543111,4.30112948977 -3.64426028957,3.0454551656 -1.85949987508,4.25151647727
"Base Result" ['fail_noFinding']
"Base Time" [56.64335012435913]
"Eband Result" ['fail_noFinding']
"Eband Time" [61.94752597808838]
"TEB Result" ['success']
"TEB Time" [17.79565191268921]
"DWA Result" ['fail_noFinding']
"DWA Time" [58.14269709587097]
"PIPS Result" ['success']
"PIPS Time" [34.38267111778259]
