"test 193"
-3.86561779823,1.30445070912 -2.76086983841,1.24124113208 -1.87570676992,1.33787909384 -0.963569142238,3.11759314117 -3.60902873085,3.33461139284 -0.550136219644,1.00240554248 -3.58888789013,2.46063568044
"Base Result" ['fail_noFinding']
"Base Time" [180.87995195388794]
"Eband Result" ['fail_noFinding']
"Eband Time" [181.2580909729004]
"TEB Result" ['fail_noFinding']
"TEB Time" [179.94282007217407]
"DWA Result" ['fail_noFinding']
"DWA Time" [180.26873111724854]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [181.20182609558105]
