"test 10"
-3.75666668175,3.19331273992 -2.84735741822,4.48499270831 -2.51285495591,2.36940532726 -3.50612999792,1.3668542278 -1.7889626486,3.17374555294 -0.749551726348,1.1015953699 -1.65871227685,2.06197612588 -2.89189452868,3.34137954871 -2.59181990989,1.42150977894
"Base Result" ['fail_noFinding']
"Base Time" [256.57165908813477]
"Eband Result" ['fail_noFinding']
"Eband Time" [258.17464900016785]
"TEB Result" ['fail_noFinding']
"TEB Time" [257.79818987846375]
"DWA Result" ['fail_noFinding']
"DWA Time" [256.1862030029297]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [256.4721610546112]
