"test 119"
-0.867269127928,3.45634594636 -3.57313596584,3.39709423415 -0.605404967713,4.1629278877 -1.54095751114,2.47749753942 -3.94187013842,2.44171001977 -3.65226646662,4.2249490583 -2.99185556315,2.46942222848
"Base Result" ['success']
"Base Time" [17.692445993423462]
"Eband Result" ['fail_bumped']
"Eband Time" [45.7994179725647]
"TEB Result" ['fail_noFinding']
"TEB Time" [45.50057816505432]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.455690145492554]
"PIPS Result" ['success']
"PIPS Time" [31.61227321624756]
