"test 27"
-3.89886449243,2.21184918763 -1.98310601084,1.1234231548 -3.56263961606,1.15114117369 -0.527470589281,1.45247963695 -3.97595771647,3.3151528901 -1.71858102765,3.1897158552 -0.762763292107,2.23031481865 -2.8359283602,4.49034943094 -1.77283788003,2.05435004668
"Base Result" ['fail_noFinding']
"Base Time" [354.57304096221924]
"Eband Result" ['fail_noFinding']
"Eband Time" [354.59728598594666]
"TEB Result" ['fail_noFinding']
"TEB Time" [356.051549911499]
"DWA Result" ['fail_noFinding']
"DWA Time" [357.0229859352112]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [355.5969190597534]
