"test 185"
-2.73532206064,2.26581218855 -3.91423431522,4.46976070168 -3.59514282922,3.33005234694 -0.731646008337,3.11828963641 -3.98076956396,1.23376075579 -2.69470286673,3.02431208264 -0.784950773001,2.34256877559
"Base Result" ['fail_noFinding']
"Base Time" [159.38755679130554]
"Eband Result" ['fail_bumped']
"Eband Time" [91.05076503753662]
"TEB Result" ['success']
"TEB Time" [60.77910614013672]
"DWA Result" ['fail_noFinding']
"DWA Time" [159.3879120349884]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [159.3151979446411]
