"test 146"
-1.99651662064,3.36851314855 -1.9517001033,4.22488717529 -3.68084527013,2.21328748994 -3.95105644022,1.1799683263 -0.866388364344,2.14988828564 -2.71846647663,3.23549706179 -3.78013343831,3.02816672516
"Base Result" ['fail_noFinding']
"Base Time" [65.58400392532349]
"Eband Result" ['fail_bumped']
"Eband Time" [43.69193696975708]
"TEB Result" ['fail_noFinding']
"TEB Time" [65.7507381439209]
"DWA Result" ['fail_noFinding']
"DWA Time" [63.7863290309906]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [62.46209406852722]
