"test 107"
-2.87194962075,3.18320074742 -3.80051372255,4.42362492218 -2.61758599116,2.13135112439 -3.69367357624,3.43467387746 -1.92733237403,1.42520234369 -1.51314410234,4.39596377617 -0.78853384697,4.49445274676
"Base Result" ['success']
"Base Time" [18.15945291519165]
"Eband Result" ['fail_bumped']
"Eband Time" [19.331187963485718]
"TEB Result" ['fail_noFinding']
"TEB Time" [45.216996908187866]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.279244899749756]
"PIPS Result" ['success']
"PIPS Time" [30.312119007110596]
