"test 153"
-2.76030347308,1.32402540136 -3.91157396961,4.00050086849 -1.80697359513,3.37520611338 -0.559744217118,4.21096884085 -1.61460547223,1.26397071218 -0.828121080405,2.1695228489 -3.72114263618,3.14767118902
"Base Result" ['success']
"Base Time" [30.504952907562256]
"Eband Result" ['success']
"Eband Time" [34.31223201751709]
"TEB Result" ['success']
"TEB Time" [23.93541193008423]
"DWA Result" ['fail_noFinding']
"DWA Time" [79.8068299293518]
"PIPS Result" ['success']
"PIPS Time" [48.26703214645386]
