"test 17"
-2.69366775587,4.1732711547 -0.842688304977,2.33813220939 -3.60168028458,2.38930671788 -1.88082980395,2.46034488234 -0.669978732909,3.22827695704 -2.70255785813,3.19195200958 -0.928769782265,1.2278288163 -1.90488434162,1.42934444392 -3.6898067449,4.45017016101
"Base Result" ['fail_noFinding']
"Base Time" [295.6534810066223]
"Eband Result" ['fail_noFinding']
"Eband Time" [296.02921199798584]
"TEB Result" ['fail_noFinding']
"TEB Time" [296.0115599632263]
"DWA Result" ['fail_noFinding']
"DWA Time" [295.28071999549866]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [295.04302406311035]
