"test 144"
-3.61282464312,3.16005528992 -1.95591266434,3.1042723909 -2.91512031609,2.01004349889 -2.84340492194,4.03925469448 -0.604229111691,1.1706373677 -0.563928148366,2.28417407916 -1.71509914909,1.0631131187
"Base Result" ['fail_noFinding']
"Base Time" [59.73194694519043]
"Eband Result" ['fail_bumped']
"Eband Time" [39.46270418167114]
"TEB Result" ['success']
"TEB Time" [32.94715690612793]
"DWA Result" ['fail_noFinding']
"DWA Time" [59.58112096786499]
"PIPS Result" ['success']
"PIPS Time" [44.06303787231445]
