"test 2"
-3.75063015944,3.13664227884 -0.821780702786,3.27843778802 -2.62372216655,4.2023331383 -3.50461079676,1.02404710664 -2.86130076831,2.29878812465 -0.732975312252,2.29513125427 -2.66738506247,3.14954712392 -0.626389772875,1.25899287643 -1.96071360148,1.25621406961
"Base Result" ['fail_noFinding']
"Base Time" [216.05999207496643]
"Eband Result" ['fail_noFinding']
"Eband Time" [215.61846613883972]
"TEB Result" ['fail_noFinding']
"TEB Time" [214.81073212623596]
"DWA Result" ['fail_noFinding']
"DWA Time" [214.93346905708313]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [216.74495100975037]
