"test 182"
-3.79705704887,2.43226715809 -1.70212028006,3.14553671498 -0.554783201686,3.2902329214 -0.590215109356,2.03550774902 -1.95125015696,2.37172224853 -2.85239931566,4.35159308109 -3.91023541731,1.05925589907
"Base Result" ['fail_noFinding']
"Base Time" [150.2257421016693]
"Eband Result" ['fail_noFinding']
"Eband Time" [156.527822971344]
"TEB Result" ['fail_bumped']
"TEB Time" [149.2966959476471]
"DWA Result" ['fail_noFinding']
"DWA Time" [149.37821507453918]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [150.03350591659546]
