"test 3"
-0.73242440479,2.00709045297 -3.96154654627,1.23051950501 -2.76705177142,2.36307344579 -1.56107037911,4.16920419583 -2.9527868018,4.43412280488 -3.68546805147,3.35658278076 -0.893951811164,4.28385733053 -2.76792732925,1.42669302176 -2.77430592569,3.36777764407
"Base Result" ['fail_noFinding']
"Base Time" [221.0057249069214]
"Eband Result" ['fail_noFinding']
"Eband Time" [221.33493280410767]
"TEB Result" ['fail_noFinding']
"TEB Time" [220.3609299659729]
"DWA Result" ['fail_noFinding']
"DWA Time" [220.34851503372192]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [221.29111886024475]
