"test 94"
-2.58311561006,2.03845811175 -3.65698394515,4.46440598569 -2.67359831364,3.05292810229 -0.915252069941,4.13499438005 -0.755081647801,3.38277167924 -0.56439008949,1.39111388595 -3.978253435,2.29792619755
"Base Result" ['fail_noFinding']
"Base Time" [45.11710000038147]
"Eband Result" ['fail_noFinding']
"Eband Time" [45.16293382644653]
"TEB Result" ['success']
"TEB Time" [20.594669103622437]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.14704203605652]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [45.126718044281006]
