"test 186"
-1.62044396225,2.36415725457 -2.62206892504,4.43841668163 -1.70102734838,1.08703788926 -1.65336260456,3.37872236489 -3.993404803,3.14017772257 -3.79877943363,2.12363220475 -1.59517402321,4.21832242727
"Base Result" ['fail_noFinding']
"Base Time" [158.7149839401245]
"Eband Result" ['fail_bumped']
"Eband Time" [102.33379006385803]
"TEB Result" ['fail_noFinding']
"TEB Time" [158.28392004966736]
"DWA Result" ['fail_noFinding']
"DWA Time" [162.4364628791809]
"PIPS Result" ['success']
"PIPS Time" [99.22734093666077]
