"test 139"
-1.80512956915,2.30820060899 -1.92327055392,1.08661120792 -3.91527255952,2.02700502122 -1.84965668599,4.09785762492 -2.80814005715,2.40124092262 -0.509217669366,4.20439062571 -3.97653771697,1.22648474592
"Base Result" ['success']
"Base Time" [19.44823694229126]
"Eband Result" ['success']
"Eband Time" [20.836688995361328]
"TEB Result" ['success']
"TEB Time" [15.388806104660034]
"DWA Result" ['success']
"DWA Time" [16.42481780052185]
"PIPS Result" ['success']
"PIPS Time" [31.107774019241333]
