"test 7"
-1.90154050679,3.24247021172 -1.68100428944,2.01392816413 -2.7814410125,1.39571645935 -3.54211904208,4.34270255179 -3.99311631468,3.10096895999 -1.78165572316,4.47541455165 -0.688538475224,1.31274234507 -3.89827141805,2.37239614599 -2.92680449965,2.48759294673
"Base Result" ['fail_noFinding']
"Base Time" [241.24348092079163]
"Eband Result" ['fail_noFinding']
"Eband Time" [241.79123306274414]
"TEB Result" ['fail_noFinding']
"TEB Time" [240.145672082901]
"DWA Result" ['fail_noFinding']
"DWA Time" [240.28679084777832]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [241.05583095550537]
