"test 126"
-0.660794387574,4.10378253142 -0.525937888134,3.3462119194 -0.816791963918,1.07846864637 -3.61525924306,1.48884125456 -1.55100760065,3.16773979502 -1.77454786365,1.1037585549 -2.60209528305,4.42352762521
"Base Result" ['success']
"Base Time" [30.97642993927002]
"Eband Result" ['success']
"Eband Time" [19.530410051345825]
"TEB Result" ['success']
"TEB Time" [14.387290000915527]
"DWA Result" ['fail_noFinding']
"DWA Time" [47.049952030181885]
"PIPS Result" ['success']
"PIPS Time" [28.3601291179657]
