"test 13"
-1.57442436389,1.40175504812 -2.59463653128,3.33011353557 -1.62318973817,4.18495503817 -3.75537414819,3.17771664555 -3.66910835066,2.29732450201 -2.91997293467,1.18719499903 -3.62546635508,1.01394134478 -3.99601059628,4.04326851819 -0.900461645462,3.21246803124
"Base Result" ['fail_noFinding']
"Base Time" [275.3331069946289]
"Eband Result" ['fail_noFinding']
"Eband Time" [274.5970890522003]
"TEB Result" ['fail_noFinding']
"TEB Time" [275.1545741558075]
"DWA Result" ['fail_noFinding']
"DWA Time" [273.6812300682068]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [275.6350779533386]
