"test 166"
-1.63822630548,1.21181372643 -3.83282554145,1.08736631692 -2.6546732229,2.32215958243 -0.731996801195,1.44662243413 -2.78963849665,1.14255232521 -1.70041753528,4.33876212925 -3.51148686108,4.11881638992
"Base Result" ['success']
"Base Time" [40.41901707649231]
"Eband Result" ['success']
"Eband Time" [43.08988380432129]
"TEB Result" ['success']
"TEB Time" [31.343313932418823]
"DWA Result" ['success']
"DWA Time" [34.14697504043579]
"PIPS Result" ['success']
"PIPS Time" [64.99620509147644]
