"test 93"
-3.91446747035,3.31960456763 -0.802501623889,3.45015217083 -3.66180529756,4.09151756289 -1.61390100982,1.49992195557 -0.890508180321,4.19521441256 -1.9075008656,4.42336777842 -1.78965671923,2.03106328456
"Base Result" ['fail_noFinding']
"Base Time" [45.21504497528076]
"Eband Result" ['success']
"Eband Time" [19.69336700439453]
"TEB Result" ['success']
"TEB Time" [13.952813148498535]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.1924569606781]
"PIPS Result" ['success']
"PIPS Time" [27.943382024765015]
