"test 9"
-0.505891265158,1.28509195484 -3.59922035788,1.35797767744 -3.65628162506,3.30277563579 -1.77654135607,1.3966741716 -3.87197333723,2.02666898472 -1.65623286786,4.32047881271 -2.65583682445,4.06837124547 -0.953363596573,3.08828457148 -2.55657895382,2.3693080336
"Base Result" ['fail_noFinding']
"Base Time" [252.00723505020142]
"Eband Result" ['fail_noFinding']
"Eband Time" [251.94985914230347]
"TEB Result" ['fail_noFinding']
"TEB Time" [252.1167709827423]
"DWA Result" ['fail_noFinding']
"DWA Time" [252.780042886734]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [251.77403783798218]
