"test 96"
-2.89798535111,1.38720168686 -0.528416670509,3.06535419481 -1.83911523427,2.14919792966 -0.940690939826,2.14471181002 -2.64727031511,4.27727897728 -0.567135406777,1.29556039234 -1.83391814993,3.04697284782
"Base Result" ['fail_noFinding']
"Base Time" [45.767837047576904]
"Eband Result" ['fail_bumped']
"Eband Time" [24.099392890930176]
"TEB Result" ['fail_noFinding']
"TEB Time" [45.26414608955383]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.17972707748413]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [45.163201093673706]
