"test 200"
-2.97722290227,2.36690554097 -1.5137073258,3.24752476867 -2.82962400899,1.43855345304 -2.64172940181,3.31845117316 -1.59896934324,1.05235205231 -3.89963834464,2.17619749369 -1.62065520694,4.35326967432
"Base Result" ['fail_noFinding']
"Base Time" [205.77965998649597]
"Eband Result" ['fail_noFinding']
"Eband Time" [205.87174701690674]
"TEB Result" ['fail_noFinding']
"TEB Time" [205.8359317779541]
"DWA Result" ['fail_noFinding']
"DWA Time" [205.51443004608154]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [206.09862804412842]
