"test 99"
-1.66087367404,4.32976215687 -0.701740985191,1.10037445724 -2.99085058179,4.04530428696 -2.55979627801,3.1153291913 -2.87309535281,1.23955407536 -0.694557462501,3.09676966722 -2.57905815353,2.02339151318
"Base Result" ['success']
"Base Time" [18.45847797393799]
"Eband Result" ['fail_noFinding']
"Eband Time" [45.12387013435364]
"TEB Result" ['success']
"TEB Time" [14.754235982894897]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.09901714324951]
"PIPS Result" ['success']
"PIPS Time" [29.94286799430847]
