"test 131"
-0.533496303716,1.03212798458 -2.95767243746,3.45397744099 -1.71538885067,3.25731981737 -2.76364309597,1.11683739447 -0.659259145266,2.15244395035 -3.92981884196,4.12424741079 -3.86872901031,1.36905926604
"Base Result" ['fail_noFinding']
"Base Time" [47.8284170627594]
"Eband Result" ['success']
"Eband Time" [20.848049879074097]
"TEB Result" ['success']
"TEB Time" [15.541555881500244]
"DWA Result" ['fail_noFinding']
"DWA Time" [47.26893091201782]
"PIPS Result" ['success']
"PIPS Time" [29.913811922073364]
