"test 97"
-0.742750484325,1.10285799768 -0.566931337469,3.22636296174 -2.79685888436,1.27242737995 -3.63367192701,2.00103118072 -1.51275083549,1.00970696089 -2.91600057955,3.39249023357 -3.89385019617,4.39631712943
"Base Result" ['success']
"Base Time" [17.62789297103882]
"Eband Result" ['fail_noFinding']
"Eband Time" [45.14249801635742]
"TEB Result" ['success']
"TEB Time" [14.023942232131958]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.17980098724365]
"PIPS Result" ['success']
"PIPS Time" [28.94078493118286]
