"test 123"
-0.920920388407,1.1544148946 -3.68823285107,1.35352730114 -2.68963204485,4.20292898144 -3.65080409537,4.46250432746 -1.76246058258,1.08072556612 -2.85431758031,2.40364106176 -1.88513313332,3.10286261695
"Base Result" ['fail_bumped']
"Base Time" [24.402050971984863]
"Eband Result" ['fail_bumped']
"Eband Time" [23.85175609588623]
"TEB Result" ['success']
"TEB Time" [18.49234914779663]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.55628418922424]
"PIPS Result" ['success']
"PIPS Time" [38.88903307914734]
