"test 132"
-0.546817108636,3.46936121612 -0.909004439015,2.25771139598 -1.83982684897,1.18975647837 -2.78184938894,2.11798927485 -2.84474057825,1.16514928319 -1.87917404362,2.03270522456 -2.97926667227,4.20182239788
"Base Result" ['success']
"Base Time" [18.463900804519653]
"Eband Result" ['fail_noFinding']
"Eband Time" [50.19598197937012]
"TEB Result" ['success']
"TEB Time" [18.33247208595276]
"DWA Result" ['success']
"DWA Time" [15.490967988967896]
"PIPS Result" ['success']
"PIPS Time" [29.01553201675415]
