"test 155"
-3.89903262042,3.20869333441 -3.69300814007,4.23042076342 -2.73819087825,3.45945317426 -3.86942509544,1.37296376727 -0.780492009913,3.3752060107 -2.94447859562,1.06629456801 -1.90601239611,2.09865143802
"Base Result" ['success']
"Base Time" [48.78447389602661]
"Eband Result" ['fail_noFinding']
"Eband Time" [86.06687617301941]
"TEB Result" ['success']
"TEB Time" [25.56877112388611]
"DWA Result" ['fail_noFinding']
"DWA Time" [82.08275580406189]
"PIPS Result" ['success']
"PIPS Time" [51.38726997375488]
