"test 18"
-1.78462021809,3.26063339712 -1.55891415698,4.09550722972 -1.86020991641,1.00457901869 -1.94233052971,2.02424476778 -3.7033641887,4.43502364674 -0.741929874274,3.02633326039 -0.971362974873,2.37914839654 -2.58221239701,2.48909464383 -2.76437669771,3.43915802259
"Base Result" ['fail_noFinding']
"Base Time" [302.61180305480957]
"Eband Result" ['fail_noFinding']
"Eband Time" [302.2177999019623]
"TEB Result" ['fail_noFinding']
"TEB Time" [301.70698595046997]
"DWA Result" ['fail_noFinding']
"DWA Time" [301.7893490791321]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [302.8187358379364]
