"test 183"
-0.786338003525,1.05700771693 -3.69645617949,3.21666713308 -3.84869881932,1.17132672918 -2.57037456596,2.1375189746 -1.93854468981,2.05385345408 -1.79861340656,1.01582863419 -0.773487516016,3.13949690025
"Base Result" ['fail_noFinding']
"Base Time" [149.92953515052795]
"Eband Result" ['fail_noFinding']
"Eband Time" [155.95635604858398]
"TEB Result" ['success']
"TEB Time" [57.93974494934082]
"DWA Result" ['fail_noFinding']
"DWA Time" [154.87778091430664]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [151.07119584083557]
