"test 134"
-0.676462187252,4.21582966407 -2.60149943496,1.08083064636 -1.92490827644,4.27787770102 -3.64061010863,2.44196225642 -3.651629354,4.27458328995 -2.7675492874,4.38063455747 -0.554522830265,3.06755270432
"Base Result" ['fail_noFinding']
"Base Time" [48.443668842315674]
"Eband Result" ['fail_noFinding']
"Eband Time" [53.63730001449585]
"TEB Result" ['success']
"TEB Time" [15.391411066055298]
"DWA Result" ['fail_noFinding']
"DWA Time" [51.289212226867676]
"PIPS Result" ['success']
"PIPS Time" [31.111340045928955]
