"test 140"
-3.69989388909,2.39838280717 -3.7526018987,1.03765683095 -3.89566471763,3.00259606734 -1.97374118657,2.31169105714 -1.76425721345,4.11585621556 -2.86375880395,3.0310060215 -0.713186065284,4.46438964917
"Base Result" ['fail_noFinding']
"Base Time" [52.871317863464355]
"Eband Result" ['fail_bumped']
"Eband Time" [27.941302061080933]
"TEB Result" ['success']
"TEB Time" [19.26418900489807]
"DWA Result" ['fail_noFinding']
"DWA Time" [58.97223782539368]
"PIPS Result" ['success']
"PIPS Time" [40.72055697441101]
