"test 118"
-3.97064759362,3.04673879192 -2.58082589975,2.40263796958 -0.868897320317,2.14994223018 -3.81113079985,2.35299167006 -3.81217233773,4.49617620823 -2.57851725332,3.18455346881 -1.94347413044,3.11078210315
"Base Result" ['fail_noFinding']
"Base Time" [45.2077910900116]
"Eband Result" ['fail_noFinding']
"Eband Time" [73.9258930683136]
"TEB Result" ['success']
"TEB Time" [21.563721895217896]
"DWA Result" ['fail_noFinding']
"DWA Time" [46.16892719268799]
"PIPS Result" ['success']
"PIPS Time" [36.773926973342896]
