"test 145"
-0.573690215318,1.0209047109 -1.83775569831,4.0380716308 -3.72802069649,2.08754721677 -2.93193152744,4.22559428758 -2.91792187428,1.39860680636 -1.98846184224,2.01517250675 -3.69428517535,4.44189012875
"Base Result" ['success']
"Base Time" [23.265956163406372]
"Eband Result" ['success']
"Eband Time" [25.068464994430542]
"TEB Result" ['success']
"TEB Time" [18.19463086128235]
"DWA Result" ['success']
"DWA Time" [20.197317123413086]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [62.34006595611572]
