"test 121"
-0.528765835351,4.04321898025 -2.57174917241,2.14770813427 -3.94806394433,3.05482454987 -3.62131838324,2.09521515839 -2.60003288812,4.26887296716 -0.766275719041,1.27232113727 -0.543151830525,2.05827526215
"Base Result" ['fail_noFinding']
"Base Time" [45.474799156188965]
"Eband Result" ['fail_bumped']
"Eband Time" [21.46737003326416]
"TEB Result" ['success']
"TEB Time" [16.261170864105225]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.60772514343262]
"PIPS Result" ['success']
"PIPS Time" [33.379998207092285]
