"test 6"
-0.756747312091,3.03413134508 -1.87192462261,2.30835361387 -3.76106733151,2.28161657818 -2.69032430595,2.22572854122 -2.82688769658,4.34379285571 -1.61218369686,3.45266675192 -3.80640453658,3.07842648799 -0.972511561004,2.36601575998 -2.98749066692,1.4105979167
"Base Result" ['fail_noFinding']
"Base Time" [236.3349781036377]
"Eband Result" ['fail_noFinding']
"Eband Time" [236.29846811294556]
"TEB Result" ['fail_noFinding']
"TEB Time" [234.65467405319214]
"DWA Result" ['fail_noFinding']
"DWA Time" [236.41486811637878]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [235.34759902954102]
