"test 154"
-2.78271876932,4.35357876482 -3.72168835323,3.44659560338 -2.50242067672,1.49749183312 -1.60034181522,3.16616269036 -1.90069201651,4.08944760661 -1.70270154156,2.47316319628 -1.63007038031,1.22948122677
"Base Result" ['fail_noFinding']
"Base Time" [86.19146203994751]
"Eband Result" ['fail_bumped']
"Eband Time" [46.776663064956665]
"TEB Result" ['fail_noFinding']
"TEB Time" [82.76249194145203]
"DWA Result" ['fail_noFinding']
"DWA Time" [80.67827200889587]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [82.82064986228943]
