"test 197"
-2.78482773413,4.39987611511 -1.53030922948,3.4633116151 -3.61395288984,4.22211026481 -3.63788517992,1.47627244233 -1.76640146639,1.28837165095 -1.64226314196,2.3401119037 -3.64619001164,2.12903589244
"Base Result" ['fail_noFinding']
"Base Time" [194.9495050907135]
"Eband Result" ['fail_noFinding']
"Eband Time" [196.36764001846313]
"TEB Result" ['fail_noFinding']
"TEB Time" [196.0794620513916]
"DWA Result" ['fail_noFinding']
"DWA Time" [195.90316081047058]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [196.3497610092163]
