"test 14"
-1.76081282819,3.23862772073 -0.729863265562,3.20132607292 -1.67507461969,2.1448355898 -1.85265955088,4.30219814188 -3.76758264079,4.14118878607 -2.6881313179,1.32041150469 -3.64261758139,2.42937967529 -1.55713158522,1.26536303729 -0.505375379752,2.29566926891
"Base Result" ['fail_noFinding']
"Base Time" [280.3056881427765]
"Eband Result" ['fail_noFinding']
"Eband Time" [280.9028968811035]
"TEB Result" ['fail_noFinding']
"TEB Time" [279.85566806793213]
"DWA Result" ['fail_noFinding']
"DWA Time" [280.6304671764374]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [279.47378301620483]
