"test 116"
-3.87716019557,4.47033232692 -2.7937697864,4.22597007843 -3.95480640251,3.43928330109 -0.883073700712,2.24465356741 -2.72633650881,1.24007678549 -3.66906711442,2.10382260121 -2.70854796254,3.26769416865
"Base Result" ['success']
"Base Time" [29.642586946487427]
"Eband Result" ['fail_noFinding']
"Eband Time" [45.622572898864746]
"TEB Result" ['success']
"TEB Time" [16.2263081073761]
"DWA Result" ['fail_noFinding']
"DWA Time" [45.45868802070618]
"PIPS Result" ['success']
"PIPS Time" [29.007333040237427]
