"test 130"
-2.85585673906,2.15328951154 -2.99404546832,4.13990794463 -0.921712644625,2.26792913252 -1.84700755042,3.28574790493 -3.52538620823,3.07190772749 -3.65376625981,2.1213250466 -2.58090439539,3.13139350768
"Base Result" ['success']
"Base Time" [18.444750785827637]
"Eband Result" ['fail_noFinding']
"Eband Time" [47.94377112388611]
"TEB Result" ['fail_noFinding']
"TEB Time" [49.09795784950256]
"DWA Result" ['fail_noFinding']
"DWA Time" [47.726393938064575]
"PIPS Result" ['success']
"PIPS Time" [30.449913024902344]
