"test 191"
-0.804900763222,1.22698299286 -2.59307172795,2.20315930888 -2.64492810547,1.13281227864 -0.979384555233,2.06444994051 -1.98651529662,1.19409361471 -3.86827073352,2.31477527116 -1.56844288289,3.35341678662
"Base Result" ['fail_noFinding']
"Base Time" [174.80365705490112]
"Eband Result" ['fail_noFinding']
"Eband Time" [175.15694999694824]
"TEB Result" ['fail_noFinding']
"TEB Time" [174.34286284446716]
"DWA Result" ['fail_noFinding']
"DWA Time" [174.6002869606018]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [174.03460311889648]
