"test 22"
-0.716755929552,3.45916403555 -1.87734034547,1.30379207481 -2.98664194538,4.05784039897 -1.9809835,4.47790872287 -0.928915127078,4.1544855036 -2.81513093392,3.42399427062 -2.80893230223,1.07634949133 -1.9369186526,3.34549231167 -2.93570744675,2.07312041049
"Base Result" ['fail_noFinding']
"Base Time" [326.7211489677429]
"Eband Result" ['fail_noFinding']
"Eband Time" [326.3701078891754]
"TEB Result" ['fail_noFinding']
"TEB Time" [326.7097330093384]
"DWA Result" ['fail_noFinding']
"DWA Time" [326.8118269443512]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [326.72743105888367]
