"test 16"
-3.74448783256,3.40042515043 -0.659942303008,3.08928307157 -1.50353553557,4.0546021242 -0.693927802483,1.40373670412 -1.8514139979,3.20103955283 -3.99804789268,4.3228360327 -0.55010908982,4.14540629406 -2.86612993929,2.13642178191 -2.82245284724,1.27993893956
"Base Result" ['fail_noFinding']
"Base Time" [290.240336894989]
"Eband Result" ['fail_noFinding']
"Eband Time" [290.36770486831665]
"TEB Result" ['fail_noFinding']
"TEB Time" [291.27068305015564]
"DWA Result" ['fail_noFinding']
"DWA Time" [290.87183809280396]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [291.7812008857727]
