"test 195"
-1.98010562043,2.4411111707 -1.70422882269,1.20082000925 -1.55096920354,4.32370280572 -3.64636921839,4.20248025678 -0.533461850384,2.22125560285 -2.8955246505,3.24099207589 -3.50902539379,2.42274967674
"Base Result" ['fail_noFinding']
"Base Time" [188.42106008529663]
"Eband Result" ['fail_noFinding']
"Eband Time" [188.23549103736877]
"TEB Result" ['fail_noFinding']
"TEB Time" [187.91729402542114]
"DWA Result" ['fail_noFinding']
"DWA Time" [188.337819814682]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [188.27265882492065]
