"test 184"
-2.77826308251,3.41978572401 -0.986891516124,1.08499545979 -3.61925465883,1.01006486747 -3.84630840968,4.01853019594 -2.77866946487,1.45941829183 -3.75157937913,2.41949227413 -0.546690595535,2.00105531288
"Base Result" ['success']
"Base Time" [58.63999795913696]
"Eband Result" ['success']
"Eband Time" [66.50001811981201]
"TEB Result" ['success']
"TEB Time" [49.56532311439514]
"DWA Result" ['fail_noFinding']
"DWA Time" [154.2413341999054]
"PIPS Result" ['success']
"PIPS Time" [93.22024393081665]
