"test 143"
-0.623538019029,1.28139903632 -1.96364745149,2.2965563325 -1.82852845529,1.04595266541 -2.72301608481,4.41374892986 -1.82993534212,3.22171967275 -0.651333876931,3.11344196482 -1.91491456811,4.05974202554
"Base Result" ['fail_noFinding']
"Base Time" [59.421464920043945]
"Eband Result" ['fail_bumped']
"Eband Time" [34.24803280830383]
"TEB Result" ['fail_noFinding']
"TEB Time" [60.437336921691895]
"DWA Result" ['fail_noFinding']
"DWA Time" [58.600165128707886]
"PIPS Result" ['success']
"PIPS Time" [46.92837905883789]
