"test 180"
-2.61615333187,2.41147682765 -3.51609212072,2.21724727358 -3.75580695388,1.34113229179 -0.885251639311,4.32735823157 -0.654385829828,1.22245164312 -0.866219901321,3.28199773923 -1.89738807544,1.09573385776
"Base Result" ['fail_noFinding']
"Base Time" [143.49226999282837]
"Eband Result" ['success']
"Eband Time" [65.91640114784241]
"TEB Result" ['success']
"TEB Time" [43.5581169128418]
"DWA Result" ['fail_noFinding']
"DWA Time" [142.3144190311432]
"PIPS Result" ['success']
"PIPS Time" [88.42015504837036]
