"test 106"
-0.977279967637,4.34088611694 -3.76125485263,4.14913601381 -3.77572793071,1.2558484877 -0.945420870917,3.08644661464 -0.921190898298,1.00952133932 -2.57455402149,3.13611274862 -2.56338966403,4.38356940224
"Base Result" ['success']
"Base Time" [18.130118131637573]
"Eband Result" ['fail_bumped']
"Eband Time" [21.7529718875885]
"TEB Result" ['success']
"TEB Time" [16.026607990264893]
"DWA Result" ['success']
"DWA Time" [24.437008142471313]
"PIPS Result" ['success']
"PIPS Time" [32.78269815444946]
