"test 128"
-3.60798480201,2.35784407131 -1.87653891005,4.05579038229 -1.9311215913,3.01912910795 -3.9879747542,4.24805682109 -1.57591589805,2.45125427139 -0.973953629895,3.39485857963 -0.901216193854,4.25753193463
"Base Result" ['fail_noFinding']
"Base Time" [46.47723913192749]
"Eband Result" ['fail_noFinding']
"Eband Time" [38.517991065979004]
"TEB Result" ['success']
"TEB Time" [20.99814796447754]
"DWA Result" ['fail_noFinding']
"DWA Time" [46.298758029937744]
"PIPS Result" ['fail_noFinding']
"PIPS Time" [58.592286825180054]
